Dataset,SigmaRoute,ValidationMode,FoldID,ModelID,ModelClass,ParameterCount,TrainN,TestN,TestGridIndices,TestChi2,TestMeanChi2,TestMeanAbsResidual,ClaimBoundary
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_6,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,7,1,6,0.012248757438523373,0.012248757438523373,0.1891039852902714,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_6,POLY_DEG2,overfit_risk_control,3,7,1,6,0.7075014927822555,0.7075014927822555,1.4372037594950635,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_6,POLY_DEG3,overfit_risk_control,4,7,1,6,0.2736936643146685,0.2736936643146685,0.8938960874162563,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_7,K1_NO_MEMORY,fair_null,0,7,1,8,1.693825479644132,1.693825479644132,1.8247596189127955,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_7,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7,1,8,0.7233473305580859,0.7233473305580859,1.192462615262471,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_7,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,7,1,8,0.08224449195974509,0.08224449195974509,0.4020913606995655,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_7,POLY_DEG2,overfit_risk_control,3,7,1,8,11.409663795508589,11.409663795508589,4.735957043753701,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,leave_one_out,loo_row_7,POLY_DEG3,overfit_risk_control,4,7,1,8,20.103788815001117,20.103788815001117,6.286519798003405,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,low_depth_block,K1_NO_MEMORY,fair_null,0,6,2,0;1,3.6327403574909294,1.8163701787454647,4.360806929710645,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,low_depth_block,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,6,2,0;1,3.524412067330192,1.762206033665096,4.299086312457158,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,low_depth_block,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,6,2,0;1,3.0808496573873185,1.5404248286936593,4.026108995049402,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,low_depth_block,POLY_DEG2,overfit_risk_control,3,6,2,0;1,1.1205145276371666,0.5602572638185833,2.193493880151314,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,low_depth_block,POLY_DEG3,overfit_risk_control,4,6,2,0;1,22.312365633531826,11.156182816765913,9.671176098511994,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,mid_depth_block,K1_NO_MEMORY,fair_null,0,5,3,2;3;4,5.306810307467664,1.7689367691558882,0.8615413740648864,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,mid_depth_block,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,5,3,2;3;4,4.496211196678363,1.4987370655594543,0.7319125561980059,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,mid_depth_block,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,5,3,2;3;4,3.4569373581503497,1.1523124527167832,0.5139809182304435,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,mid_depth_block,POLY_DEG2,overfit_risk_control,3,5,3,2;3;4,618.9279398374999,206.30931327916664,1.2376987888125952,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,mid_depth_block,POLY_DEG3,overfit_risk_control,4,5,3,2;3;4,623.3336175437674,207.77787251458915,1.2447768528803524,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,high_depth_block,K1_NO_MEMORY,fair_null,0,5,3,5;6;8,4.693934585933334,1.5646448619777782,1.7059891523209554,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,high_depth_block,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,5,3,5;6;8,1.843553353306489,0.6145177844354963,1.042907446097716,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,high_depth_block,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,5,3,5;6;8,0.15880725771698584,0.05293575257232861,0.2804538059009956,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,high_depth_block,POLY_DEG2,overfit_risk_control,3,5,3,5;6;8,26.091603136332765,8.697201045444254,3.064866115488538,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,high_depth_block,POLY_DEG3,overfit_risk_control,4,5,3,5;6;8,771.1152728729218,257.0384242909739,18.195987272989946,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,sign_unstable_block,K1_NO_MEMORY,fair_null,0,5,3,3;6;8,5.163266284837729,1.7210887616125763,1.340179655254327,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,sign_unstable_block,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,5,3,3;6;8,3.137155222355781,1.045718407451927,0.8089817323897773,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,sign_unstable_block,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,5,3,3;6;8,2.0725317848312548,0.690843928277085,0.23723135230016767,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,sign_unstable_block,POLY_DEG2,overfit_risk_control,3,5,3,3;6;8,131.39131848067908,43.797106160226356,1.2966532666181538,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,branch_scatter_diag,blocked_split,sign_unstable_block,POLY_DEG3,overfit_risk_control,4,5,3,3;6;8,232.1238056432208,77.3746018810736,1.5375907321540907,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_0,K1_NO_MEMORY,fair_null,0,7,1,0,1.8437904169122263,1.8437904169122263,4.898156406749777,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_0,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7,1,0,1.8187469474542308,1.8187469474542308,4.864777825337984,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_0,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,7,1,0,1.6461330901301334,1.6461330901301334,4.628170444786686,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_0,POLY_DEG2,overfit_risk_control,3,7,1,0,0.001121666191118813,0.001121666191118813,0.12081161415784258,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_0,POLY_DEG3,overfit_risk_control,4,7,1,0,11.475939221101473,11.475939221101473,12.219993976386979,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_1,K1_NO_MEMORY,fair_null,0,7,1,1,1.7888188252973698,1.7888188252973698,3.823457452671512,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_1,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7,1,1,1.7055390584156636,1.7055390584156636,3.7333947995763315,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_1,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,7,1,1,1.4346085217949236,1.4346085217949236,3.424047545312119,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_1,POLY_DEG2,overfit_risk_control,3,7,1,1,0.650153608640078,0.650153608640078,2.305053830855077,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_1,POLY_DEG3,overfit_risk_control,4,7,1,1,0.522425226572995,0.522425226572995,2.0662608794049175,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_2,K1_NO_MEMORY,fair_null,0,7,1,2,1.7453183776683423,1.7453183776683423,0.9962064728097975,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_2,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7,1,2,1.5757451717941455,1.5757451717941455,0.9465749799094426,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_2,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,7,1,2,1.2169578783280153,1.2169578783280153,0.8318591570401412,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_2,POLY_DEG2,overfit_risk_control,3,7,1,2,1.019691541730063,1.019691541730063,0.7614588468576244,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_2,POLY_DEG3,overfit_risk_control,4,7,1,2,3.3502976045440502,3.3502976045440502,1.380237179316823,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_3,K1_NO_MEMORY,fair_null,0,7,1,3,0.9437783719694446,0.9437783719694446,0.121014110537782,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_3,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7,1,3,0.940943895833719,0.940943895833719,0.1208322513480738,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_3,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,7,1,3,0.9357563788324954,0.9357563788324954,0.1204987109106661,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_3,POLY_DEG2,overfit_risk_control,3,7,1,3,106.64549623036751,106.64549623036751,1.2863888361669784,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_3,POLY_DEG3,overfit_risk_control,4,7,1,3,87.69513484296,87.69513484296,1.1665107699960893,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_4,K1_NO_MEMORY,fair_null,0,7,1,4,1.5413983200060857,1.5413983200060857,1.4674035388470796,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_4,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7,1,4,0.9113566447097525,0.9113566447097525,1.1283304373365015,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_4,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,7,1,4,0.24883326719926177,0.24883326719926177,0.5895848867405231,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_4,POLY_DEG2,overfit_risk_control,3,7,1,4,2.347612261778212,2.347612261778212,1.8109451894926445,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_4,POLY_DEG3,overfit_risk_control,4,7,1,4,1.601520288614652,1.601520288614652,1.4957477005479114,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_5,K1_NO_MEMORY,fair_null,0,7,1,5,1.5055410001449738,1.5055410001449738,1.2184426017376664,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_5,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7,1,5,0.6862301012744277,0.6862301012744277,0.8226093924718897,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_5,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,7,1,5,0.06346572630183632,0.06346572630183632,0.25016607171315,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_5,POLY_DEG2,overfit_risk_control,3,7,1,5,1.4947276361541002,1.4947276361541002,1.2140590590495246,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_5,POLY_DEG3,overfit_risk_control,4,7,1,5,0.3950079494069222,0.3950079494069222,0.6241108024346818,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_6,K1_NO_MEMORY,fair_null,0,7,1,6,1.4613457605731615,1.4613457605731615,2.074765236312404,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_6,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7,1,6,0.42102972602898336,0.42102972602898336,1.113650330558787,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_6,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,7,1,6,0.012139936690379313,0.012139936690379313,0.1891039852902714,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_6,POLY_DEG2,overfit_risk_control,3,7,1,6,0.6874343524813307,0.6874343524813307,1.4230104390322191,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_6,POLY_DEG3,overfit_risk_control,4,7,1,6,0.2676994685999764,0.2676994685999764,0.8880066643724946,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_7,K1_NO_MEMORY,fair_null,0,7,1,8,1.6558625946753267,1.6558625946753267,1.8247596189127955,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_7,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,7,1,8,0.7071352993704111,0.7071352993704111,1.192462615262471,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_7,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,7,1,8,0.08040118624430527,0.08040118624430527,0.4020913606995655,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_7,POLY_DEG2,overfit_risk_control,3,7,1,8,11.00246480198054,11.00246480198054,4.703688009342394,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,leave_one_out,loo_row_7,POLY_DEG3,overfit_risk_control,4,7,1,8,19.289783560322444,19.289783560322444,6.228123146545266,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,low_depth_block,K1_NO_MEMORY,fair_null,0,6,2,0;1,3.632609242209596,1.816304621104798,4.360806929710645,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,low_depth_block,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,6,2,0;1,3.5242860058698944,1.7621430029349472,4.299086312457158,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,low_depth_block,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,6,2,0;1,3.080741611925057,1.5403708059625285,4.026108995049402,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,low_depth_block,POLY_DEG2,overfit_risk_control,3,6,2,0;1,1.1349714114891996,0.5674857057445998,2.2175414115821854,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,low_depth_block,POLY_DEG3,overfit_risk_control,4,6,2,0;1,22.175246475556214,11.087623237778107,9.639043374692045,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,mid_depth_block,K1_NO_MEMORY,fair_null,0,5,3,2;3;4,4.230495069643872,1.4101650232146241,0.8615413740648864,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,mid_depth_block,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,5,3,2;3;4,3.4280457123376173,1.1426819041125391,0.7319125561980059,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,mid_depth_block,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,5,3,2;3;4,2.4015475243597724,0.8005158414532575,0.5139809182304435,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,mid_depth_block,POLY_DEG2,overfit_risk_control,3,5,3,2;3;4,295.23595861605884,98.41198620535295,1.2384029249380784,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,mid_depth_block,POLY_DEG3,overfit_risk_control,4,5,3,2;3;4,298.07972551876856,99.35990850625619,1.247912770020935,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,high_depth_block,K1_NO_MEMORY,fair_null,0,5,3,5;6;8,4.622749355393462,1.5409164517978207,1.7059891523209554,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,high_depth_block,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,5,3,5;6;8,1.8143951266738223,0.6047983755579408,1.042907446097716,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,high_depth_block,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,5,3,5;6;8,0.15600684923652092,0.052002283078840306,0.2804538059009956,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,high_depth_block,POLY_DEG2,overfit_risk_control,3,5,3,5;6;8,25.45598606580847,8.485328688602824,3.0663295104391395,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,high_depth_block,POLY_DEG3,overfit_risk_control,4,5,3,5;6;8,755.0338957247168,251.67796524157225,18.198518402684776,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,sign_unstable_block,K1_NO_MEMORY,fair_null,0,5,3,3;6;8,4.060986727217933,1.3536622424059777,1.340179655254327,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,sign_unstable_block,K2_UNIT_LOCKED_RHO4,locked_memory_backbone,0,5,3,3;6;8,2.0691089212331133,0.6897029737443711,0.8089817323897773,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,sign_unstable_block,K2_SOURCE_SPLIT_A2_PRIOR_V1,locked_projection_prior,0,5,3,3;6;8,1.02829750176718,0.34276583392239335,0.23723135230016767,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,sign_unstable_block,POLY_DEG2,overfit_risk_control,3,5,3,3;6;8,64.29686339872414,21.432287799574713,1.2989274690436778,a2_polynomial_cv_no_measurement_validation
SOURCE_SPLIT_A2_LOCKED_PREFLIGHT,native_plus_branch_scatter_quadrature,blocked_split,sign_unstable_block,POLY_DEG3,overfit_risk_control,4,5,3,3;6;8,111.09006171663368,37.03002057221123,1.5280858793149712,a2_polynomial_cv_no_measurement_validation
