ProtocolID,FreezeID,RowCoordinate,ColumnCoordinate,DeltaCTau,AbsDeltaCTau,WBranch,CumulativeMass,OmegaBranch,q_branch,BranchSupportSource,UsesTargetResiduals,UsesP5Cv3Outcome,PTauCovScoringAuthorized
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_B_BRANCH_RESPONSE,0.25000000000000006,0.25000000000000006,0.08333333333333333,0.08333333333333333,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_M_PARENT_MORPHOLOGY,0.25000000000000006,0.25000000000000006,0.08333333333333333,0.16666666666666666,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_PHI_PARENT_SOURCE,0.25000000000000006,0.25000000000000006,0.08333333333333333,0.25,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_P_MORPH_PROJECTION,0.25000000000000006,0.25000000000000006,0.08333333333333333,0.3333333333333333,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_M_PARENT_MORPHOLOGY,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.38888888888888884,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.4444444444444444,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_P_MORPH_PROJECTION,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.5,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.5555555555555556,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.6111111111111112,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_P_MORPH_PROJECTION,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.6666666666666667,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.7222222222222223,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_M_PARENT_MORPHOLOGY,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.7777777777777779,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_P_MORPH_PROJECTION,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.8333333333333335,True,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_B_BRANCH_RESPONSE,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.8888888888888891,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_M_PARENT_MORPHOLOGY,0.1666666666666667,0.1666666666666667,0.05555555555555555,0.9444444444444446,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_PHI_PARENT_SOURCE,0.1666666666666667,0.1666666666666667,0.05555555555555555,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_COORD_ORIGIN_CENTER,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_COORD_SCALE_UNIT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_B_BRANCH_RESPONSE,TEMPLATE_EXT_SOURCE_FAMILY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_B_BRANCH_RESPONSE,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_COORD_ORIGIN_CENTER,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_COORD_SCALE_UNIT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_EXT_SOURCE_FAMILY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_PHI_PARENT_SOURCE,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_ORIGIN_CENTER,TEMPLATE_P_MORPH_PROJECTION,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_B_BRANCH_RESPONSE,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_COORD_ORIGIN_CENTER,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_COORD_SCALE_UNIT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_EXT_SOURCE_FAMILY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_PHI_PARENT_SOURCE,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_COORD_SCALE_UNIT,TEMPLATE_P_MORPH_PROJECTION,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_B_BRANCH_RESPONSE,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_COORD_ORIGIN_CENTER,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_COORD_SCALE_UNIT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_EXT_SOURCE_FAMILY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_PHI_PARENT_SOURCE,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_OBSERVING_CONTEXT,TEMPLATE_P_MORPH_PROJECTION,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_B_BRANCH_RESPONSE,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_COORD_ORIGIN_CENTER,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_COORD_SCALE_UNIT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_EXT_SOURCE_FAMILY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_M_PARENT_MORPHOLOGY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_PHI_PARENT_SOURCE,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_EXT_SOURCE_FAMILY,TEMPLATE_P_MORPH_PROJECTION,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_COORD_ORIGIN_CENTER,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_COORD_SCALE_UNIT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_M_PARENT_MORPHOLOGY,TEMPLATE_EXT_SOURCE_FAMILY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_COORD_ORIGIN_CENTER,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_COORD_SCALE_UNIT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_PHI_PARENT_SOURCE,TEMPLATE_EXT_SOURCE_FAMILY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_COORD_ORIGIN_CENTER,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_COORD_SCALE_UNIT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_EXT_OBSERVING_CONTEXT,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
P_TAUCOV_BRANCH_LOCALIZED_COVARIANCE_RESPONSE_v1,P_TAUCOV_EPSILON_P3_BRANCH_SUPPORT_FREEZE_v1,TEMPLATE_P_MORPH_PROJECTION,TEMPLATE_EXT_SOURCE_FAMILY,0.0,0.0,0.0,1.0000000000000002,False,0.8,delta_C_Tau_only,False,False,False
